,age,housing,day,duration,campaign,pdays,previous,contact_telephone,contact_nan,poutcome_other,poutcome_success,poutcome_nan,education_secondary,education_tertiary,education_nan,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,default_yes,loan_yes,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,subscribed_yes,adjusted_balance
0,0.9229352745928237,1,1,1.74,2,131,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0297780757387383
1,1.0666246131747126,1,1,0.42363636363636364,2,133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.1205854807371223
2,1.3904523712685544,1,1,0.2290909090909091,2,239,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.2091564008933537
3,1.208960345836975,1,1,0.49818181818181817,1,238,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0317914830148647
4,1.3187884787545174,1,1,0.8709090909090909,1,307,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.2018840953489285
5,1.192237548107515,1,1,0.8418181818181818,1,133,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.183070542834669
6,0.9661385376017226,1,1,0.2927272727272727,2,253,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.3794708811509215
7,1.175230335460282,1,1,0.45636363636363636,4,329,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.031121229609121
8,1.3765245695240855,1,1,0.22,2,135,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.003211809894558
9,1.241589667897243,0,1,0.5181818181818182,3,132,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3.164166397619204
10,1.0473189942805592,1,2,1.729090909090909,1,132,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.602821559738456
11,1.241589667897243,1,2,0.5509090909090909,1,331,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.4575725577173315
12,1.0075523231524797,0,2,0.5818181818181818,1,134,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0774181882615883
13,1.0666246131747126,1,2,1.0872727272727272,2,135,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.5517118520889122
14,1.2254080850460012,1,2,0.26545454545454544,1,267,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.3956218591880025
15,1.0473189942805592,1,2,0.8672727272727273,2,267,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.3956218591880025
16,1.192237548107515,1,2,0.29818181818181816,1,300,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.3846163422375242
17,0.9870598027623624,1,2,0.10545454545454545,1,136,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.5651052860664778
18,1.3765245695240855,0,2,0.6054545454545455,1,64,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.3959845427337314
19,0.9870598027623624,1,2,1.9527272727272726,3,217,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0589203873334525
20,0.9229352745928237,1,2,0.14,2,133,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.4735990628759699
21,0.8777808771122796,1,2,0.5327272727272727,2,314,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.3956218591880025
22,1.3038181392956523,1,2,0.8436363636363636,1,287,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.7403787323602993
23,1.0855645732756343,1,2,0.7254545454545455,2,258,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.6081565121183943
24,1.3624000409204546,1,2,0.4618181818181818,2,261,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.776290046960907
25,1.0276333192095288,1,3,0.44727272727272727,2,133,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.292649029199038
26,1.0473189942805592,1,3,0.34,1,332,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.013987308745444
27,1.3187884787545174,1,3,0.64,1,332,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.203866558099423
28,1.3480731482996928,1,3,0.6418181818181818,2,227,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.1642095358537516
29,0.7286215687536053,1,3,0.54,1,323,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.2942359459899164
30,0.9870598027623624,1,3,0.8090909090909091,1,135,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.6603382028430587
31,0.9006129191549254,1,3,0.5709090909090909,1,318,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.3369952150548523
32,0.9661385376017226,0,3,0.15272727272727274,1,332,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.1455393781688687
33,1.0473189942805592,1,3,0.5036363636363637,2,333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.2410315308119229
34,1.3480731482996928,0,3,0.88,1,135,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.7196053013594443
35,1.0666246131747126,1,3,0.43636363636363634,1,136,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.2989610510803153
36,1.3480731482996928,1,20,0.1618181818181818,3,341,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.6015030288243802
37,1.3624000409204546,1,20,0.48545454545454547,2,294,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7357042149972327
38,1.192237548107515,1,20,0.7018181818181818,2,234,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.6021559820236556
39,1.0855645732756343,1,20,0.3890909090909091,1,346,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.593019355674192
40,0.9661385376017226,1,20,0.05272727272727273,3,152,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.846893702358082
41,0.9006129191549254,1,20,0.33636363636363636,3,336,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5853922235188792
42,1.14032277724948,1,20,0.2381818181818182,2,349,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5877614623273971
43,0.8059797110564726,1,20,0.2781818181818182,1,328,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7256054600446978
44,1.3038181392956523,1,20,0.5527272727272727,1,340,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5972369428761034
45,0.9661385376017226,1,20,0.16363636363636364,3,346,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.6199214576431878
46,0.9447702031960238,1,20,0.5181818181818182,1,270,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7154285715366331
47,1.2731878733474091,1,20,0.42363636363636364,2,329,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5808034796569306
48,1.2575135712539658,1,20,0.58,2,340,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5969389505561562
